Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 17/09/2010 / Data final: 17/09/2019.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
12/08/2015;14,15;1,00052531;388.856.126.309,96;971;14,15;14,14;14,15;0,024;2.222,091;
11/08/2015;14,15;1,00052531;383.544.632.780,12;996;14,15;14,14;14,15;0,025;1.344,18;
10/08/2015;14,15;1,00052531;387.237.172.904,28;1003;14,15;14,14;14,15;0,029;494,537;
07/08/2015;14,15;1,00052531;390.216.959.704,23;950;14,15;14,14;14,15;0,027;477,704;
06/08/2015;14,15;1,00052531;376.096.768.324,72;985;14,15;14,14;14,15;0,022;545,189;
05/08/2015;14,15;1,00052531;378.238.005.726,96;982;14,15;14,14;14,15;0,021;1.847,904;
04/08/2015;14,15;1,00052531;374.984.697.312,48;1011;14,15;14,14;14,15;0,028;933,776;
03/08/2015;14,15;1,00052531;355.886.248.954,89;1086;14,15;14,14;14,15;0,035;432,565;
31/07/2015;14,15;1,00052531;351.909.423.383,29;1128;14,15;14,14;14,15;0,066;54.415,549;
30/07/2015;14,15;1,00052531;341.242.010.861,4;1093;14,15;14,14;14,15;0,03;622,122;
29/07/2015;13,65;1,00050788;330.882.420.052,67;1077;13,65;13,64;13,65;0,03;786,081;
28/07/2015;13,65;1,00050788;323.011.229.409,09;1122;13,65;13,64;13,65;0,022;1.456,757;
27/07/2015;13,65;1,00050788;338.211.458.363,51;1093;13,65;13,64;13,65;0,028;946,829;
24/07/2015;13,65;1,00050788;338.403.000.453,21;1075;13,65;13,64;13,65;0,02;592,704;
23/07/2015;13,65;1,00050788;337.607.997.209,99;1107;13,65;13,64;13,65;0,025;820,295;
22/07/2015;13,65;1,00050788;328.985.501.075,96;1081;13,65;13,64;13,65;0,029;488,833;
21/07/2015;13,65;1,00050788;334.515.218.990,26;1151;13,65;13,64;13,65;0,019;1.213,547;
20/07/2015;13,65;1,00050788;366.074.170.587;1049;13,65;13,64;13,65;0,02;2.045,553;
17/07/2015;13,65;1,00050788;358.368.907.600,15;991;13,65;13,64;13,65;0,021;664,995;
16/07/2015;13,65;1,00050788;368.990.663.208,72;1059;13,65;13,64;13,65;0,024;623,427;
15/07/2015;13,65;1,00050788;373.035.912.822,88;1068;13,65;13,64;13,65;0,02;1.426,565;
14/07/2015;13,65;1,00050788;367.592.784.355,45;1048;13,65;13,64;13,65;0,025;759,808;
13/07/2015;13,65;1,00050788;367.011.832.791,86;1109;13,65;13,64;13,65;0,027;1.092,63;
10/07/2015;13,65;1,00050788;377.351.598.884,82;1088;13,65;13,64;13,65;0,025;621,27;
09/07/2015;13,65;1,00050788;351.775.147.418,57;723;13,65;13,65;13,65;0,017;1.362,959;
08/07/2015;13,65;1,00050788;356.051.845.233,8;811;13,65;13,65;13,65;0,022;865,811;
07/07/2015;13,65;1,00050788;349.850.449.795,8;1112;13,65;13,64;13,65;0,029;571,964;
06/07/2015;13,65;1,00050788;350.439.235.831,55;994;13,65;13,64;13,65;0,02;604,678;
03/07/2015;13,65;1,00050788;353.924.367.289,57;1035;13,65;13,64;13,65;0,025;1.054,306;
02/07/2015;13,65;1,00050788;376.900.379.708,6;1085;13,65;13,64;13,65;0,031;666,254;
01/07/2015;13,65;1,00050788;371.619.175.990,12;1034;13,65;13,64;13,65;0,023;1.755,45;
30/06/2015;13,65;1,00050788;297.085.129.247,2;1183;13,65;13,64;13,65;0,034;446,917;
29/06/2015;13,65;1,00050788;299.220.485.037,45;1323;13,65;13,64;13,65;0,025;1.975,795;
26/06/2015;13,65;1,00050788;295.921.531.468,21;1205;13,65;13,64;13,65;0,025;746,548;
25/06/2015;13,65;1,00050788;309.201.951.884,55;1126;13,65;13,64;13,65;0,026;1.628,801;
24/06/2015;13,65;1,00050788;300.120.270.926;1149;13,65;13,64;13,65;0,03;758,954;
23/06/2015;13,65;1,00050788;300.115.457.672,49;1223;13,61;13,64;13,65;0,466;210,514;
22/06/2015;13,65;1,00050788;296.436.406.614,53;1133;13,65;13,64;13,65;0,025;1.292,248;
19/06/2015;13,65;1,00050788;311.048.884.510,34;1122;13,65;13,64;13,65;0,023;780,561;
18/06/2015;13,65;1,00050788;324.316.887.177,21;1104;13,65;13,64;13,65;0,029;2.653,515;
17/06/2015;13,65;1,00050788;321.733.055.121,69;1079;13,65;13,64;13,65;0,03;619,864;
16/06/2015;13,65;1,00050788;328.496.383.817,87;1095;13,64;13,64;13,65;0,036;382,882;
15/06/2015;13,65;1,00050788;332.778.006.358,85;1108;13,65;13,64;13,65;0,026;817,26;
12/06/2015;13,65;1,00050788;323.260.871.498,72;1090;13,64;13,64;13,65;0,055;345,931;
11/06/2015;13,65;1,00050788;329.119.494.212,62;1098;13,65;13,64;13,65;0,022;1.341,501;
10/06/2015;13,65;1,00050788;326.866.340.280,2;1087;13,65;13,64;13,65;0,023;1.318,213;
09/06/2015;13,65;1,00050788;329.727.246.849,23;1129;13,65;13,64;13,65;0,022;583,986;
08/06/2015;13,65;1,00050788;324.296.812.528,69;1100;13,65;13,64;13,65;0,041;1.278,468;
05/06/2015;13,65;1,00050788;317.475.386.090,1;1073;13,65;13,64;13,65;0,044;1.004,148;
03/06/2015;13,15;1,00049037;307.512.753.885,98;1089;13,15;13,14;13,15;0,041;418,364;
02/06/2015;13,15;1,00049037;344.537.881.947,7;1099;13,15;13,14;13,15;0,03;508,086;
01/06/2015;13,15;1,00049037;323.726.687.001,97;1132;13,15;13,14;13,15;0,028;683,412;
29/05/2015;13,15;1,00049037;307.282.507.494,74;1144;13,15;13,14;13,15;0,031;542,938;
28/05/2015;13,15;1,00049037;334.414.843.940,39;1105;13,15;13,14;13,15;0,026;611,228;
27/05/2015;13,15;1,00049037;324.720.766.234,36;1105;13,15;13,14;13,15;0,023;368,26;
26/05/2015;13,15;1,00049037;308.490.495.483,04;1138;13,15;13,14;13,15;0,03;378,889;
25/05/2015;13,15;1,00049037;334.721.525.731,13;1116;13,15;13,14;13,15;0,023;2.034,026;
22/05/2015;13,15;1,00049037;328.647.441.704,26;1129;13,14;13,14;13,15;0,049;231,714;
21/05/2015;13,15;1,00049037;335.280.864.728,43;1120;13,15;13,14;13,15;0,026;235,26;
20/05/2015;13,15;1,00049037;375.265.210.207,37;1005;13,15;13,14;13,15;0,027;369,025;
19/05/2015;13,15;1,00049037;381.107.690.777,6;1092;13,15;13,14;13,15;0,033;1.610,55;
18/05/2015;13,15;1,00049037;374.561.425.002,28;1117;13,15;13,14;13,15;0,03;362,297;
15/05/2015;13,15;1,00049037;380.538.930.243,86;1134;13,15;13,14;13,15;0,034;562,169;
14/05/2015;13,15;1,00049037;337.551.596.474,06;1119;13,15;13,14;13,15;0,023;489,091;
13/05/2015;13,15;1,00049037;326.951.030.400,01;1085;13,15;13,14;13,15;0,027;645,945;
12/05/2015;13,15;1,00049037;341.389.259.455,91;1129;13,15;13,14;13,15;0,028;974,985;
11/05/2015;13,15;1,00049037;328.150.198.626,5;1079;13,15;13,14;13,15;0,023;1.454,989;
08/05/2015;13,15;1,00049037;334.341.149.501,15;1120;13,15;13,14;13,15;0,023;543,515;
07/05/2015;13,15;1,00049037;355.319.015.267,53;1109;13,15;13,14;13,15;0,065;521,564;
06/05/2015;13,15;1,00049037;335.100.078.290,95;1073;13,15;13,14;13,15;0,028;527,382;
05/05/2015;13,15;1,00049037;333.037.230.732,54;1017;13,14;13,14;13,15;0,062;544,037;
04/05/2015;13,15;1,00049037;303.193.333.001,93;1060;13,14;13,14;13,15;0,075;837,88;
30/04/2015;13,15;1,00049037;300.270.602.634,7;1112;13,14;13,14;13,15;0,048;220,449;
29/04/2015;12,67;1,00047350;260.349.144.971,46;1903;12,68;12,65;12,66;0,07;17,375;
28/04/2015;12,67;1,00047350;248.153.938.369,14;1523;12,67;12,64;12,65;0,083;33,848;
27/04/2015;12,66;1,00047314;242.142.443.037,78;1499;12,66;12,64;12,65;0,071;29,117;
24/04/2015;12,65;1,00047279;255.861.540.548,53;1167;12,65;12,64;12,65;0,027;403,663;
23/04/2015;12,65;1,00047279;279.886.797.471,39;1145;12,65;12,64;12,65;0,024;367,46;
22/04/2015;12,65;1,00047279;289.325.800.650,43;1119;12,65;12,64;12,65;0,029;460,069;
20/04/2015;12,65;1,00047279;311.840.000.042,52;1078;12,65;12,64;12,65;0,021;349,637;
17/04/2015;12,65;1,00047279;310.700.538.670,67;1096;12,65;12,64;12,65;0,024;383,084;
16/04/2015;12,65;1,00047279;335.668.131.254,82;1088;12,65;12,64;12,65;0,028;542,23;
15/04/2015;12,65;1,00047279;339.406.529.996,5;1091;12,64;12,64;12,65;0,06;959,913;
14/04/2015;12,65;1,00047279;342.893.363.207,47;1083;12,65;12,64;12,65;0,022;408,832;
13/04/2015;12,65;1,00047279;335.897.768.760,44;1042;12,65;12,64;12,65;0,028;436,473;
10/04/2015;12,65;1,00047279;349.727.611.731,54;1074;12,65;12,64;12,65;0,024;428,633;
09/04/2015;12,65;1,00047279;382.676.379.045,85;1064;12,65;12,64;12,65;0,022;868,993;
08/04/2015;12,65;1,00047279;379.944.211.120,14;1061;12,65;12,64;12,65;0,023;515,706;
07/04/2015;12,65;1,00047279;370.482.946.213,7;1079;12,65;12,64;12,65;0,027;555,431;
06/04/2015;12,65;1,00047279;382.194.859.858,48;1073;12,65;12,64;12,65;0,022;619,382;
02/04/2015;12,65;1,00047279;413.464.627.451,18;1101;12,65;12,64;12,65;0,022;555,753;
01/04/2015;12,65;1,00047279;437.644.201.275,18;1005;12,65;12,64;12,65;0,023;573,409;
31/03/2015;12,65;1,00047279;313.937.011.410,81;1087;12,65;12,64;12,65;0,024;350,391;
30/03/2015;12,65;1,00047279;292.721.348.948,74;1035;12,64;12,64;12,65;0,043;270,797;
27/03/2015;12,65;1,00047279;302.435.274.082,56;1071;12,64;12,64;12,65;0,038;334,406;
26/03/2015;12,65;1,00047279;312.807.423.286,59;1035;12,65;12,64;12,65;0,03;418,855;
25/03/2015;12,65;1,00047279;325.326.324.580,73;1056;12,65;12,64;12,65;0,023;361,962;
24/03/2015;12,65;1,00047279;336.764.953.651,82;1055;12,65;12,64;12,65;0,025;350,083;
23/03/2015;12,65;1,00047279;342.858.521.971,81;1068;12,65;12,64;12,65;0,023;448,451;
20/03/2015;12,65;1,00047279;382.793.106.554,88;1031;12,64;12,64;12,65;0,061;157,167;
19/03/2015;12,65;1,00047279;391.145.064.323,83;1029;12,65;12,64;12,65;0,022;378,577;
18/03/2015;12,65;1,00047279;399.757.118.568,89;1030;12,65;12,64;12,65;0,021;845,993;
17/03/2015;12,65;1,00047279;397.804.675.843,37;1029;12,64;12,64;12,65;0,046;267,729;
16/03/2015;12,65;1,00047279;418.644.750.916,37;1040;12,65;12,64;12,65;0,025;1.203,714;
13/03/2015;12,65;1,00047279;397.956.601.610,3;984;12,65;12,64;12,65;0,023;774,303;
12/03/2015;12,65;1,00047279;475.492.316.565,37;1389;12,63;12,64;12,65;0,109;55,79;
11/03/2015;12,65;1,00047279;519.480.110.559,07;1195;12,65;12,64;12,65;0,029;457,309;
10/03/2015;12,65;1,00047279;528.454.066.272,48;1208;12,65;12,64;12,65;0,042;293,262;
09/03/2015;12,65;1,00047279;523.610.968.104,5;1211;12,65;12,64;12,65;0,029;500,96;
06/03/2015;12,65;1,00047279;434.584.006.777,27;1177;12,65;12,64;12,65;0,028;655,045;
05/03/2015;12,65;1,00047279;458.837.473.072,59;1180;12,65;12,64;12,65;0,025;557,428;
04/03/2015;12,15;1,00045513;357.557.733.786,15;1179;12,15;12,14;12,15;0,029;474,094;
03/03/2015;12,15;1,00045513;352.422.962.004,96;1206;12,15;12,14;12,15;0,034;328,19;
02/03/2015;12,15;1,00045513;372.258.863.088,56;1192;12,15;12,14;12,15;0,029;448,673;
27/02/2015;12,15;1,00045513;370.440.842.743,15;1166;12,15;12,14;12,15;0,032;424,912;
26/02/2015;12,15;1,00045513;404.386.654.621,3;1183;12,15;12,14;12,15;0,026;477,142;
25/02/2015;12,15;1,00045513;411.245.974.110,94;1157;12,15;12,14;12,15;0,024;299,604;
24/02/2015;12,15;1,00045513;422.409.929.340,56;1229;12,15;12,14;12,15;0,031;187,404;
23/02/2015;12,15;1,00045513;425.418.851.678,92;1217;12,15;12,14;12,15;0,023;536,103;
20/02/2015;12,15;1,00045513;460.908.632.612,56;1196;12,15;12,14;12,15;0,027;474,939;
19/02/2015;12,15;1,00045513;472.084.383.004,61;1161;12,15;12,14;12,15;0,022;539,55;
18/02/2015;12,15;1,00045513;460.820.554.689,36;1129;12,15;12,14;12,15;0,022;551,732;
13/02/2015;12,15;1,00045513;276.967.444.298,74;1164;12,15;12,14;12,15;0,032;310,546;
12/02/2015;12,15;1,00045513;499.057.258.865,43;1164;12,15;12,14;12,15;0,021;589,235;
11/02/2015;12,15;1,00045513;491.363.203.024,36;1147;12,15;12,14;12,15;0,02;1.360,338;
10/02/2015;12,15;1,00045513;477.965.960.387,78;1165;12,15;12,14;12,15;0,025;508,201;
09/02/2015;12,15;1,00045513;474.182.124.373,83;1141;12,15;12,14;12,15;0,023;464,295;
06/02/2015;12,15;1,00045513;440.906.325.262,8;1141;12,15;12,14;12,15;0,022;436,628;
05/02/2015;12,15;1,00045513;452.680.096.157,45;1169;12,15;12,14;12,15;0,033;448,504;
04/02/2015;12,15;1,00045513;450.959.252.895,58;1173;12,15;12,14;12,15;0,022;391,987;
03/02/2015;12,15;1,00045513;404.788.310.462,75;1232;12,15;12,14;12,15;0,039;318,601;
02/02/2015;12,15;1,00045513;431.826.539.781,01;1171;12,15;12,14;12,15;0,029;443,292;
30/01/2015;12,15;1,00045513;427.285.864.207,61;1162;12,15;12,14;12,15;0,021;532,925;
29/01/2015;12,15;1,00045513;438.432.328.546,94;1179;12,15;12,14;12,15;0,032;435,616;
28/01/2015;12,15;1,00045513;422.402.970.636,53;1116;12,15;12,14;12,15;0,029;437,921;
27/01/2015;12,15;1,00045513;416.637.509.149,92;1139;12,15;12,14;12,15;0,03;426,132;
26/01/2015;12,15;1,00045513;418.835.668.568,01;1168;12,15;12,14;12,15;0,024;490,438;
23/01/2015;12,15;1,00045513;434.211.374.167,38;1157;12,15;12,14;12,15;0,024;449,323;
22/01/2015;12,15;1,00045513;458.636.500.055,27;1154;12,15;12,14;12,15;0,021;558,93;
21/01/2015;11,65;1,00043739;451.130.252.155,08;1168;11,65;11,64;11,65;0,021;426,884;
20/01/2015;11,65;1,00043739;484.455.885.946,7;1144;11,65;11,64;11,65;0,02;412,62;
19/01/2015;11,65;1,00043739;545.010.855.203,28;1156;11,65;11,64;11,65;0,017;432,105;
16/01/2015;11,65;1,00043739;533.200.817.405,21;1206;11,65;11,64;11,65;0,017;468,019;
15/01/2015;11,65;1,00043739;537.391.819.635,27;1191;11,65;11,64;11,65;0,018;730,502;
14/01/2015;11,65;1,00043739;532.578.575.867,52;1180;11,65;11,64;11,65;0,02;477,785;
13/01/2015;11,65;1,00043739;549.456.608.245,82;1190;11,65;11,64;11,65;0,022;521,696;
12/01/2015;11,65;1,00043739;553.920.813.153,21;1185;11,65;11,64;11,65;0,02;489,543;
09/01/2015;11,65;1,00043739;538.738.876.067,34;1156;11,65;11,64;11,65;0,024;572,433;
08/01/2015;11,65;1,00043739;562.543.989.917,33;1169;11,65;11,64;11,65;0,021;441,13;
07/01/2015;11,65;1,00043739;562.636.827.192,86;1185;11,65;11,64;11,65;0,02;642,446;
06/01/2015;11,65;1,00043739;535.489.610.699,18;1155;11,65;11,64;11,65;0,028;342,75;
05/01/2015;11,65;1,00043739;526.001.814.682,25;1123;11,65;11,64;11,65;0,029;401,798;
02/01/2015;11,65;1,00043739;533.820.188.613,19;1137;11,65;11,64;11,65;0,033;563,932;
31/12/2014;11,65;1,00043739;273.066.477.921,78;211;11,65;11,65;11,65;0,021;1.128,025;
30/12/2014;11,65;1,00043739;273.691.590.114,7;304;11,65;11,65;11,65;0,036;419,709;
29/12/2014;11,65;1,00043739;377.677.088.027,28;1166;11,65;11,64;11,65;0,026;490,605;
26/12/2014;11,65;1,00043739;367.753.853.613,55;1056;11,65;11,64;11,65;0,03;360,295;
24/12/2014;11,65;1,00043739;336.629.269.184,04;604;11,65;11,65;11,65;0,036;436,162;
23/12/2014;11,65;1,00043739;307.558.291.388,64;643;11,65;11,65;11,65;0,039;312,668;
22/12/2014;11,65;1,00043739;376.161.552.155,27;1164;11,65;11,64;11,65;0,043;32.608,453;
19/12/2014;11,65;1,00043739;419.683.380.315,35;1168;11,65;11,64;11,65;0,026;592,961;
18/12/2014;11,65;1,00043739;448.062.150.021,4;1149;11,65;11,64;11,65;0,021;470,939;
17/12/2014;11,65;1,00043739;484.140.756.171,68;1136;11,65;11,64;11,65;0,027;6.476,555;
16/12/2014;11,65;1,00043739;468.396.562.198,81;1158;11,65;11,64;11,65;0,036;324,008;
15/12/2014;11,65;1,00043739;472.126.153.635,54;1200;11,65;11,64;11,65;0,02;458,191;
12/12/2014;11,65;1,00043739;478.280.905.390,54;1181;11,65;11,64;11,65;0,021;500,271;
11/12/2014;11,65;1,00043739;492.809.171.031,65;1152;11,65;11,64;11,65;0,027;506,341;
10/12/2014;11,65;1,00043739;493.106.115.103,63;1154;11,65;11,64;11,65;0,024;503,636;
09/12/2014;11,65;1,00043739;455.214.997.955,1;1150;11,65;11,64;11,65;0,03;519,439;
08/12/2014;11,65;1,00043739;479.675.838.531,58;1140;11,65;11,64;11,65;0,025;572,584;
05/12/2014;11,65;1,00043739;482.932.740.904,42;1196;11,65;11,64;11,65;0,023;598,913;
04/12/2014;11,65;1,00043739;468.398.978.671,17;1182;11,65;11,64;11,65;0,024;552,55;
03/12/2014;11,15;1,00041957;425.104.810.697,49;1182;11,15;11,14;11,15;0,03;462,084;
02/12/2014;11,15;1,00041957;440.815.202.548,49;1183;11,15;11,14;11,15;0,031;382,469;
01/12/2014;11,15;1,00041957;462.570.399.330,67;1182;11,15;11,14;11,15;0,024;317,25;
28/11/2014;11,15;1,00041957;443.762.161.357,04;1128;11,15;11,14;11,15;0,022;371,354;
27/11/2014;11,15;1,00041957;445.502.883.350,01;1168;11,15;11,14;11,15;0,02;333,277;
26/11/2014;11,15;1,00041957;448.985.021.192,07;1178;11,15;11,14;11,15;0,021;318,386;
25/11/2014;11,15;1,00041957;415.829.730.501,58;1227;11,15;11,14;11,15;0,025;481,287;
24/11/2014;11,15;1,00041957;442.155.443.758,08;1172;11,15;11,14;11,15;0,026;515,345;
21/11/2014;11,15;1,00041957;450.966.559.924,32;1215;11,15;11,14;11,15;0,021;450,086;
20/11/2014;11,15;1,00041957;440.084.487.938,65;839;11,15;11,15;11,15;0,016;881,817;
19/11/2014;11,15;1,00041957;477.279.931.937,44;851;11,15;11,15;11,15;0,014;843,609;
18/11/2014;11,15;1,00041957;471.142.106.802,76;1223;11,15;11,14;11,15;0,024;441,069;
17/11/2014;11,15;1,00041957;508.941.598.955,17;1216;11,15;11,14;11,15;0,022;368,476;
14/11/2014;11,15;1,00041957;395.526.968.268,18;1201;11,15;11,14;11,15;0,041;307,966;
13/11/2014;11,15;1,00041957;517.899.115.577,58;1209;11,15;11,14;11,15;0,029;363,06;
12/11/2014;11,15;1,00041957;522.438.097.132,08;1186;11,15;11,14;11,15;0,025;389,787;
11/11/2014;11,15;1,00041957;476.588.805.099,8;1184;11,15;11,14;11,15;0,023;528,394;
10/11/2014;11,15;1,00041957;489.944.100.760,4;1202;11,15;11,14;11,15;0,021;479,008;
07/11/2014;11,15;1,00041957;521.507.500.484,36;1213;11,15;11,14;11,15;0,02;464,483;
06/11/2014;11,15;1,00041957;496.192.730.496,94;1202;11,15;11,14;11,15;0,018;418,212;
05/11/2014;11,15;1,00041957;503.877.479.833,58;1178;11,15;11,14;11,15;0,024;500,517;
04/11/2014;11,15;1,00041957;486.366.406.814,36;1166;11,15;11,14;11,15;0,022;452,94;
03/11/2014;11,15;1,00041957;481.665.823.727,62;1191;11,15;11,14;11,15;0,023;460,427;
31/10/2014;11,15;1,00041957;444.470.178.579,86;1140;11,15;11,14;11,15;0,021;459,898;
30/10/2014;11,15;1,00041957;467.894.176.170,98;1164;11,15;11,14;11,15;0,019;391,331;
29/10/2014;10,9;1,00041063;536.973.695.775,94;1189;10,9;10,89;10,9;0,019;466,874;
28/10/2014;10,9;1,00041063;483.589.466.822,04;1197;10,9;10,89;10,9;0,024;324,374;
27/10/2014;10,9;1,00041063;494.260.588.630,4;1240;10,9;10,89;10,9;0,02;553,205;
24/10/2014;10,9;1,00041063;555.165.335.227,73;1217;10,9;10,89;10,9;0,019;516,12;
23/10/2014;10,9;1,00041063;564.425.058.951,3;1192;10,9;10,89;10,9;0,018;576,274;
22/10/2014;10,9;1,00041063;570.903.098.183,11;1190;10,9;10,89;10,9;0,02;517,403;
21/10/2014;10,9;1,00041063;566.090.297.569,65;1240;10,9;10,89;10,9;0,019;520,136;
20/10/2014;10,9;1,00041063;597.831.709.101,92;1200;10,9;10,89;10,9;0,018;476,892;
17/10/2014;10,9;1,00041063;600.557.132.540,44;1218;10,9;10,89;10,9;0,019;484,036;
16/10/2014;10,9;1,00041063;593.512.993.364,32;1194;10,9;10,89;10,9;0,021;418,118;
15/10/2014;10,9;1,00041063;600.781.224.839,53;1222;10,9;10,89;10,9;0,018;566,125;
14/10/2014;10,9;1,00041063;520.205.160.835,07;1188;10,9;10,89;10,9;0,02;503,565;
13/10/2014;10,9;1,00041063;546.244.434.562,16;1181;10,9;10,89;10,9;0,019;531,695;
10/10/2014;10,9;1,00041063;581.036.880.830,53;1240;10,9;10,89;10,9;0,022;573,883;
09/10/2014;10,9;1,00041063;591.762.594.515,6;1212;10,9;10,89;10,9;0,021;523,548;
08/10/2014;10,9;1,00041063;581.832.461.470,67;1185;10,9;10,89;10,9;0,028;674,656;
07/10/2014;10,9;1,00041063;570.970.340.580,22;1247;10,9;10,89;10,9;0,032;479,233;
06/10/2014;10,9;1,00041063;579.444.953.463,64;1225;10,9;10,89;10,9;0,023;490,159;
03/10/2014;10,9;1,00041063;586.874.362.813,07;1203;10,9;10,89;10,9;0,021;594,259;
02/10/2014;10,9;1,00041063;593.272.825.317,18;1200;10,9;10,89;10,9;0,022;524,579;
01/10/2014;10,9;1,00041063;587.488.001.749,04;1229;10,9;10,89;10,9;0,021;589,787;
30/09/2014;10,9;1,00041063;415.659.318.070,31;1225;10,9;10,89;10,9;0,028;323,025;
29/09/2014;10,9;1,00041063;414.350.403.206,23;1242;10,9;10,89;10,9;0,027;2.368,219;
26/09/2014;10,9;1,00041063;458.025.948.679,32;1203;10,9;10,89;10,9;0,024;571,899;
25/09/2014;10,9;1,00041063;493.918.843.562,67;1230;10,9;10,89;10,9;0,02;479,911;
24/09/2014;10,9;1,00041063;495.869.682.207,41;1174;10,9;10,89;10,9;0,02;434,892;
23/09/2014;10,9;1,00041063;491.531.147.604,27;1294;10,9;10,89;10,9;0,035;297,619;
22/09/2014;10,9;1,00041063;493.936.088.454,29;1190;10,9;10,89;10,9;0,025;521,339;
19/09/2014;10,9;1,00041063;525.171.448.334,75;1213;10,9;10,89;10,9;0,021;489,036;
18/09/2014;10,9;1,00041063;522.161.265.319,8;1209;10,9;10,89;10,9;0,023;566,622;
17/09/2014;10,9;1,00041063;516.110.875.204,31;1187;10,9;10,89;10,9;0,021;512,609;
16/09/2014;10,9;1,00041063;455.089.481.987,46;1281;10,9;10,89;10,9;0,034;336,598;
15/09/2014;10,9;1,00041063;491.485.576.847,19;1231;10,9;10,89;10,9;0,023;385,786;
12/09/2014;10,9;1,00041063;516.115.867.135,32;1216;10,9;10,89;10,9;0,025;408,987;
11/09/2014;10,9;1,00041063;535.639.221.415,77;1252;10,9;10,89;10,9;0,021;460,341;
10/09/2014;10,9;1,00041063;531.124.647.397,97;1185;10,9;10,89;10,9;0,022;566,772;
09/09/2014;10,9;1,00041063;507.540.522.725,08;1296;10,9;10,89;10,9;0,026;358,744;
08/09/2014;10,9;1,00041063;482.132.105.845,78;1248;10,9;10,89;10,9;0,027;493,649;
05/09/2014;10,9;1,00041063;407.580.911.875,23;1245;10,9;10,89;10,9;0,029;375,237;
04/09/2014;10,9;1,00041063;390.604.629.357,46;1219;10,9;10,89;10,9;0,023;378,368;
03/09/2014;10,9;1,00041063;529.455.101.175,68;1208;10,9;10,89;10,9;0,021;544,448;
02/09/2014;10,9;1,00041063;476.861.301.504,25;1182;10,9;10,89;10,9;0,024;430,134;
01/09/2014;10,9;1,00041063;467.128.711.881,57;1190;10,9;10,89;10,9;0,023;439,189;
29/08/2014;10,9;1,00041063;464.412.851.802,09;1222;10,9;10,89;10,9;0,025;470,883;
28/08/2014;10,9;1,00041063;483.652.672.741,9;1211;10,9;10,89;10,9;0,022;441,409;
27/08/2014;10,9;1,00041063;474.383.578.338,16;1198;10,9;10,89;10,9;0,022;496,866;
26/08/2014;10,9;1,00041063;455.494.654.077,93;1315;10,9;10,89;10,9;0,036;333,7;
25/08/2014;10,9;1,00041063;498.741.217.568,32;1252;10,9;10,89;10,9;0,022;577,718;
22/08/2014;10,9;1,00041063;482.972.523.010,94;1196;10,9;10,89;10,9;0,022;428,157;
21/08/2014;10,91;1,00041099;514.611.790.678,78;1217;10,9;10,89;10,9;0,02;501,59;
20/08/2014;10,91;1,00041099;538.205.452.773,64;1297;10,9;10,89;10,9;0,018;548,093;
19/08/2014;10,9;1,00041063;485.237.083.079,55;1235;10,9;10,89;10,9;0,022;596,028;
18/08/2014;10,9;1,00041063;492.740.358.877,68;1239;10,9;10,89;10,9;0,025;218,782;
15/08/2014;10,91;1,00041099;536.452.007.207,5;1239;10,9;10,89;10,9;0,024;518,492;
14/08/2014;10,9;1,00041063;461.443.968.532,01;1252;10,9;10,89;10,9;0,024;471,419;
13/08/2014;10,9;1,00041063;461.053.284.925,52;1213;10,9;10,89;10,9;0,022;536,553;
12/08/2014;10,9;1,00041063;461.849.005.419,93;1263;10,9;10,89;10,9;0,023;476,654;
11/08/2014;10,9;1,00041063;458.662.008.367,39;1218;10,9;10,89;10,9;0,023;480,28;
08/08/2014;10,9;1,00041063;467.795.321.898,9;1239;10,9;10,89;10,9;0,028;426,776;
07/08/2014;10,9;1,00041063;461.141.075.570,86;1227;10,9;10,89;10,9;0,034;401,837;
06/08/2014;10,9;1,00041063;449.500.087.265,4;1328;10,9;10,89;10,9;0,026;297,645;
05/08/2014;10,9;1,00041063;384.067.893.854,91;1314;10,9;10,89;10,9;0,036;308,136;
04/08/2014;10,9;1,00041063;437.166.355.867,06;1368;10,9;10,89;10,9;0,028;398,957;
01/08/2014;10,9;1,00041063;405.761.115.003,54;1301;10,9;10,89;10,9;0,029;320,894;
31/07/2014;10,9;1,00041063;406.707.687.880,19;1323;10,9;10,89;10,9;0,033;299,907;
30/07/2014;10,9;1,00041063;407.305.871.528,6;1286;10,9;10,89;10,9;0,026;364,785;
29/07/2014;10,9;1,00041063;377.916.008.321,13;1225;10,9;10,89;10,9;0,031;310,651;
28/07/2014;10,9;1,00041063;375.920.844.322,62;1163;10,9;10,89;10,9;0,026;366,416;
25/07/2014;10,9;1,00041063;391.926.955.900;1308;10,9;10,89;10,9;0,026;379,262;
24/07/2014;10,9;1,00041063;382.930.777.081;1277;10,9;10,89;10,9;0,024;305,366;
23/07/2014;10,9;1,00041063;397.640.676.919,38;1151;10,9;10,89;10,9;0,023;374,893;
22/07/2014;10,9;1,00041063;351.453.112.745,49;1250;10,9;10,89;10,9;0,03;350,166;
21/07/2014;10,9;1,00041063;369.865.028.218,06;1244;10,9;10,89;10,9;0,023;390,52;
18/07/2014;10,9;1,00041063;443.787.860.148,56;1173;10,9;10,89;10,9;0,022;403,348;
